smiles,density,refractive_index,dielectric_const_dc,thermal_conductivity
*OC(=O)c1ccc(cc1)C(=O)NCCNC(=O)c1ccc(cc1)C(=O)OCCCCCCCCCC*,1.120724694,1.556504477,3.798442891,0.259588395
*CCOC(=O)C1CCC(C(=O)O*)CC1,1.143004225,1.453394512,2.531684781,0.235244695
*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCC*,1.216011342,1.647309034,3.009010148,0.256386682
*OC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)OCCCCCC*,1.050883779,1.475150324,4.749522001,0.274848798
*CCCCCCOC(=O)CCCCCCCC(=O)O*,1.015595931,1.455784196,2.885066936,0.283677138
*CCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,1.134208413,1.603989202,2.817148917,0.280572663
*CC(C)(C)COC(=O)CCC(=O)O*,1.115437049,1.449878615,2.946512802,0.228303005
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)CCCCC(=O)*)(C)C,1.124186495,1.555786384,3.037271082,0.248641039
*CCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1.146197488,1.581702764,2.717223736,0.255211674
*CCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1.167601884,1.60470978,2.809632983,0.227057601
*CCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1.188931644,1.616431259,2.863960318,0.224493248
*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1.218378703,1.631092049,2.933549514,0.242269675
*CCCCNC(=O)CCCCC(=O)N*,1.083299251,1.492604053,2.853371512,0.292070546
*NC(=O)CCCCC*,1.03275758,1.487856956,2.566757907,0.291903519
*NC(=O)CCCCC(=O)NCCCCCC*,1.044116952,1.486326166,2.689310687,0.307882451
*NC(=O)CCCCCCCCC(=O)NCCCCCC*,0.995086638,1.483136558,2.558120023,0.308756347
*CCCCCCC(=O)N*,1.007716443,1.487721396,2.575724344,0.310631867
*NC(=O)CCCCCCC*,0.982123104,1.481335922,2.489123394,0.304778171
*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,0.968044043,1.5491656986893023,4.866414496933953,0.269519554
*CCCCCCCCC(=O)N*,0.967908774,1.47658409,2.466841336,0.307321668
*CCCCCCCCCC(=O)N*,0.953326288,1.473702932,2.439864529,0.30774671
*NC(=O)CCCCCCCCCC*,0.942641615,1.474487608,2.381607652,0.318229487
*CCCCCCCCCCCC(=O)N*,0.934153202,1.472960213,2.401220684,0.324815751
*CCCCCCCCCCCCC(=O)N*,0.930849554,1.475085325,2.388079511,0.341259433
*NC(=O)c1ccc(cc1)CC(=O)NCCCCCC*,1.107782256,1.528672565,2.858742226,0.282521025
*NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,1.197547175,1.706271678,3.536551858,0.351335092
*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,1.109504305,1.548539802,2.949468682,0.261246475
*NC(=O)c1ccc(cc1)CC(=O)NCCC*,1.176155999,1.564005543,3.157812219,0.265458671
*NC1CC(C)(C)CC(C)(CNC(=O)CCCCC(*)=O)C1,1.024946752,1.477000143,2.708500172,0.236903048
*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,1.139825525,1.539207835,3.058577083,0.254557959
*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)*,1.255555241,1.688999474,3.508462981,0.472805266
*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,1.209706739,1.726644439,3.407954116,0.576386159
*NC(=O)c1ccc(cc1)C(=O)NCCCCCC*,1.117494398,1.560033727,2.971105193,0.293312511
*CCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,1.067236111,1.54453047,2.805201776,0.305511131
*S(=O)(=O)c1ccc(cc1)NC(=O)CCCCC(=O)Nc1ccc(cc1)*,1.254164268,1.624648042,3.428131463,0.241731039
*NC(=O)C*,1.369447371,1.579752113,4.144525991,0.375345394
*NC(CCC(=O)OC)C(*)=O,1.214403667,1.48124853,3.123874162,0.256652184
*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,1.068360477,1.498163027,2.760001431,0.32743928
*CCCC(=O)N*,1.127730068,1.512029532,2.92854942,0.294452199
*CCCCNC(=O)CCCCCCC(=O)N*,1.039221522,1.483415999,2.673268372,0.295312596
*CCCCNC(=O)CCCCCCCCC(=O)N*,1.014070913,1.481953032,2.666637736,0.301718016
*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,0.985499697,1.473117377,2.526538496,0.299843971
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,0.938539349,1.455835976,40.70191243,0.304591986
*NC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)NCCCCCC*,1.119969092,1.62520733,3.099956092,0.289397059
*NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)NCCCCCC*)(C)C,1.067141423,1.567150219,2.882630621,0.257140127
*CCCCCCCCCCC(=O)N(*)C,0.943846152,1.479053358,2.488797151,0.308782805
*N(C(=O)CCCCC(=O)NCCCCCC*)C,1.018037716,1.5491656986893023,4.866414496933953,0.259093819
*N(C(=O)CCCCC(=O)N(CCCCCC*)C)C,1.018654286,1.471648085,2.789955888,0.281252179
*N1C(CCC1)C(=O)*,1.145243929,1.515330739,2.830634582,0.222937579
*NC(C(=O)*)CCC(=O)OCc1ccccc1,1.183555324,1.535216231,2.899031212,0.218660431
*NC(C(=O)*)C,1.157414618,1.509395552,3.224403582,0.252148669
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1,0.965050795,1.477476003,12.27285845,0.31314051
*NC(CCC(=O)OCCCCC)C(*)=O,1.07025453,1.462076202,2.609150944,0.259084812
*NC(CCC(=O)OCCCCCC)C(*)=O,1.044189532,1.458119233,2.622410449,0.271224405
*NC(CCC(=O)OCC)C(*)=O,1.16338802,1.473742835,2.854947808,0.256531849
*NC(CCC(=O)OCCC)C(*)=O,1.127131081,1.468416983,2.733837612,0.251335537
*N(C(=O)c1ccc(cc1)C(=O)N(CCCC*)C)C,1.101612309,1.550012714,2.974445314,0.243271486
*CCCCCCNC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)N*)cc32)cc1,1.041144622,1.54337034,2.766312739,0.232150722
*OC(=O)NCCCCC*,1.101397289,1.478104255,2.532597215,0.315674518
*OC(=O)NCCCCCCNC(=O)OCCCC*,1.107872925,1.465010055,2.580426537,0.309061654
*OC(=O)NCC(C(C(C(CNC(=O)OCCCC*)(F)F)(F)F)(F)F)(F)F,1.482697952,1.397768531,2.552037346,0.192064224
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCCCCCC*,1.151383671,1.588882512,2.885025084,0.281163344
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCc1cc(ccc1)C*,1.201795395,1.632160671,3.126676769,0.252292339
*OC(=O)Nc1ccc(cc1)NC(=O)OCC*,1.317378403,1.60460324,3.282142039,0.296677392
*OC(=O)Nc1cc(ccc1)NC(=O)OCC*,1.331542248,1.604501407,3.319805662,0.261495011
*OC(=O)Nc1ccc(cc1)NC(=O)OCCCCCC*,1.184271643,1.562127565,2.926149303,0.321009139
*OC(=O)Nc1ccc(cc1)c1ccc(cc1)NC(=O)OCC*,1.262967845,1.672712189,3.286698196,0.321865027
*OC(=O)Nc1c2c(ccc1)c(ccc2)NC(=O)OCC*,1.279596762,1.642324349,3.32938688,0.255175643
*NC(=O)NCCCCCC*,1.028709227,1.478166117,2.468645381,0.325494009
*NC(=O)NCc1ccc(cc1)CNC(=O)NCCCCCC*,1.118167941,1.546897204,2.863690786,0.292985918
*NC(=O)NCCCCCCNC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,1.122795344,1.578688388,2.900496872,0.291631414
*NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,1.15509391,1.635532522,3.049750397,0.347852967
*C(CCCCNC(=O)NCCCCCCNC(=O)N*)C(=O)OC,1.099894242,1.472907053,2.67287807,0.302361161
*c1ccc(Oc2ccc(N3C(=O)c4cc5C(=O)N(*)C(=O)c5cc4C3=O)cc2)cc1,1.286371335,1.664290328,3.032112368,0.42519848
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)cc2)cc1,1.27413335,1.675458317,3.027504903,0.343936522
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,1.298210162,1.687049612,7.387450786,0.351158377
*c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,1.292784022,1.689416276,3.105056653,0.277607792
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)CCCCCCCCC*,1.170652605,1.553607174,2.673205036,0.291014208
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc2Cc3c(c2cc1)ccc(c3)*,1.214836732,1.660387226,2.994350809,0.23968083873457946
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.269137831,1.683667475,3.101733391,0.318102166
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)NC(=O)*)cc1,1.292534878,1.691501634,15.26005,0.302433401
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(*)(F)F)cc5C4=O)cc3)cc1)C2=O,1.327992966,1.59286088,2.728715929,0.201372992
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(C(*)(F)F)(F)F)(F)F)cc1,1.358626774,1.603327933,2.785034439,0.221414687
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)NC(=O)*)cc1,1.279176196,1.689713991,56.60371757,0.288809096
*c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2)cc1,1.11034621,1.63449035,2.857902398,0.23968083873457946
*c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,1.13806991,1.587734349,2.716217395,0.315176584
*c1ccc(N2C(=O)c3cc4C(=O)N(*)C(=O)c4cc3C2=O)cc1,1.266168237,1.614856638,2.926982088,0.23968083873457946
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,1.18724436,1.63587423,2.91875251,0.23968083873457946
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,1.085667358,1.572486535,2.662847406,0.581158989
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(OC)c2)cc1OC,1.102881086,1.550618677,2.697589756,0.515087068
*c1cccc(N2C(=O)c3cc4C(=O)N(*)C(=O)c4cc3C2=O)c1,1.294253824,1.631966433,2.992578105,0.335322506
*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1,1.159593797,1.552922196,2.66841259,0.618759937
*c1cccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1C,1.169276438,1.558545508,2.68453515,0.347931798
*c1c(C)c(C)c(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1C,0.999149898,1.480111967,2.371956086,0.514344047
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)c2)cc1,1.299910742,1.691269046,3.111781705,0.289920789
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,1.236301542,1.697648253,3.071443083,0.419114901
*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)c4)cc3)cc2)c1,1.296610121,1.640366203,2.968132978,0.218423483
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.308564776,1.596235937,2.717435893,0.219568135
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6cc7C(=O)N(*)C(=O)c7cc6C5=O)cc4)cc3)cc2)cc1,1.199178113,1.646527408,6.112464036,0.291997587
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.246919536,1.696315759,3.119974493,0.349285387
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.225730173,1.668632271,3.051365264,0.246678175
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)*)cc1,1.250402987,1.71551624,3.176628259,0.266032562
*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.211868653,1.684191569,3.057851825,0.310513378
*c1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)ccc1-2,1.225343754,1.718093997,3.17237515,0.460950768
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,1.230326659,1.717987047,3.183380839,0.509455585
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,1.270230048,1.692657247,3.144087749,0.481624413
*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,1.239575297,1.671368206,3.075169433,0.328084105
*c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,1.184934256,1.631810841,2.932113033,0.275354427
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c1,1.175877728,1.626305608,2.886291693,0.374689314
*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,1.15533487,1.612638363,2.842133324,0.301425488
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,1.130906275,1.644640772,2.898077883,0.46287727
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OC)c2)cc1OC,1.132406041,1.612780428,2.874489216,0.401240453
*c1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,1.18947831,1.730378697,3.188416615,0.51076025
*c1cccc2c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,1.148099012,1.624298845,2.847603398,0.315217824
*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,1.128546241,1.622787034,2.824148895,0.279064652
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)nc1,1.260613162,1.666513139,3.128408701,0.482912726
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,1.208662152,1.709310385,44.02618375,0.339042351
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,1.185849635,1.667246409,25.3750101,0.317184763
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.276047621,1.611969639,11.03110771,0.230715582
*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)c4)cc3)cc2)c1,1.27232919,1.685897412,10.92204329,0.227124785
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)CCCCCC*)cc1,1.227589336,1.596058125,2.843765561,0.218711009
*c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,1.284415042,1.662539778,3.073328178,0.341065511
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,1.23593461,1.693358502,3.112791597,0.314812658
*c1cccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,1.271392185,1.685486891,3.102892112,0.248953031
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,1.270104981,1.660801994,3.851704367,0.239797409
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,1.250215209,1.684983201,3.060339408,0.260809088
*c1cccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)c1,1.305857302,1.566360904,2.652345954,0.170631828
*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,1.301214948,1.563665756,2.643113976,0.205297018
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(*)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc2)cc1,1.291041814,1.584610532,2.696077039,0.20429123
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)c3)cc1)C2=O,1.306690546,1.599583635,9.034375594,0.179360522
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3cccc(Oc4cccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c4)c3)c1)C2=O,1.30619974,1.541083688,2.873966615,0.163896306
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.261274943,1.666972009,3.151688091,0.23166303
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)NC(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.277306466,1.680344948,3.306726742,0.248247801
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,1.276055396,1.698516813,3.350387431,0.282680928
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)cc1)C2=O,1.280037721,1.695990131,3.342740207,0.299190121
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)N(C)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,1.248995932,1.650202965,3.076685533,0.253404651
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)cc5)c4)cc3)cc1)C2=O,1.236641993,1.631908831,28.35651067,0.261879265
*c1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,1.262038362,1.646658877,3.047234699,0.246673488
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C)c(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,1.21870301,1.624337043,2.951301406,0.229606072
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1)C2=O,1.220747915,1.63389638,2.957835304,0.27875452
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1C)C2=O,1.20397476,1.606336955,2.868090718,0.256559347
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1C)C2=O,1.095689324,1.556360215,2.666881851,0.259917753
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,1.145826917,1.63085887,2.895411582,0.3105729
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(OC)c3)cc1OC)C2=O,1.18302384,1.625308635,2.96674287,0.299180817
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,1.203391937,1.724216344,4.653499158,0.373595654
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(*)cc5C4=O)ccc1-3)C2=O,1.231381223,1.70785518,3.179070794,0.3325687
*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.25624388,1.675097097,3.096010527,0.287757726
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.267940386,1.70164234,3.175493631,0.237456292
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.231157372,1.666584276,3.045726647,0.272615302
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,1.153645492,1.608704188,2.819369292,0.253414349
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)nc1)C2=O,1.281940946,1.650545855,3.115426584,0.293057796
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.240794321,1.706749431,3.205797994,0.374004427
*c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,1.271524595,1.662024712,3.099236211,0.31707915
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)OCCOCCOc2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.277701247,1.643860173,4.237832653,0.232989048
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,1.228224345,1.704393143,12.21405449,0.33194566
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,1.202972829,1.661045514,18.60334224,0.278491279
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,1.29107138,1.611154676,6.160860935,0.230541679
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)S(=O)(=O)c2cc(ccc2)*)cc1,1.297529725,1.652510059,5.027623996,0.196371018
*c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,1.202697866,1.63684294,2.922831665,0.234647472
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)*)cc1,1.284993708,1.661640551,3.102672026,0.222521804
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1,1.275034449,1.665579666,6.768391998,0.247598756
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.27525294,1.566371224,2.632332194,0.197639356
*c1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.229423781,1.550351804,2.568891746,0.188288469
*C(=O)NCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,1.289378324,1.642217813,3.393294699,0.262578056
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)NCCCCCCNC(=O)*)cc1,1.208959693,1.607623381,3.157318809,0.30396234
*C(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,1.230142757,1.702003938,3.506862393,0.335151924
*C(=O)NC1CCC(CC2CCC(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CC2)CC1,1.133082066,1.580305025,3.014687238,0.308291763
*c1cccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,1.280091609,1.655237953,3.048351144,0.256393833
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)*)cc1,1.232070271,1.670963058,3.026648198,0.279008786
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C(c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)cc2)cc1,1.302606771,1.602925817,19.71496255,0.220106642
*c1cccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,1.252942085,1.698966527,3.137069571,0.281444426
