smiles,density,refractive_index,dielectric_const_dc,thermal_conductivity
*C(C*)C(=O)c1ccccc1,1.110644943,1.58901336,2.933622827,0.183250902
*C(C*)C(=O)c1cc(c(cc1)Br)OC,1.468622958,1.586614225,2.882278547,0.149327416
*C(C*)C(=O)c1ccc(cc1)C(C)(C)C,0.988687181,1.536988888,2.585536937,0.231159229
*C(C*)C(=O)c1ccc(cc1)Cl,1.226369324,1.592356446,2.752801627,0.143955688
*C(C*)C(=O)c1ccc(cc1)CC,1.047672656,1.572064367,2.746738678,0.231546443
*C(C*)C(=O)c1ccc(cc1)C(C)C,1.019792447,1.556905484,2.672167585,0.236631114
*C(C*)C(=O)c1ccc(cc1)OC,1.136336939,1.586777627,3.245313695,0.228482209
*C(C*)C(=O)c1cc(c(cc1)C)C,1.036462114,1.563578753,2.782399114,0.223876284
*C(C*)C(=O)c1ccc(cc1)CCC,1.024315343,1.55602488,2.646801538,0.233892305
*C(C*)C(=O)c1ccc(cc1)C,1.063196689,1.576916006,2.811252123,0.217537979
*C(C*)OC(=O)c1c(cccc1)OC(=O)C,1.204681933,1.527581795,3.004819815,0.217738726
*C(C*)OC(=O)c1ccc(cc1)OC(=O)C,1.202322505,1.547114271,3.444647475,0.24818347
*C(C*)OC(=O)CCCC(=O)c1ccccc1,1.150898047,1.527254535,3.145016978,0.238763693
*C(C*)OC(=O)c1cc(ccc1)Br,1.54660293,1.586969255,2.752806274,0.137957273
*C(C*)OC(=O)c1ccc(cc1)Br,1.536350906,1.590541982,2.697450055,0.139742427
*C(C*)OC(=O)c1ccc(cc1)OC(=O)CCC,1.143061228,1.536186579,3.139400086,0.25604142
*C(C*)OC(=O)c1c(cccc1)Cl,1.293059527,1.579713479,2.894285782,0.171958387
*C(C*)OC(=O)c1cc(ccc1)Cl,1.263058501,1.566104286,2.732469819,0.153320971
*C(C*)OC(=O)c1ccc(cc1)Cl,1.266340181,1.576989787,2.668985662,0.15531743
*C(C*)OC(=O)C1CCCCC1,1.019054854,1.452384869,2.278742571,0.215272882
*C(C*)OC(=O)CC1CCCCC1,1.017496565,1.4675202,2.363678947,0.222720187
*C(C*)OC(=O)CCCC1CCCCC1,0.995240688,1.472610695,2.320691098,0.244722191
*C(C*)OC(=O)c1ccc(cc1)OCC,1.124221099,1.55427898,3.155909889,0.229699129
*C(C*)OC(=O)c1ccc(cc1)CC,1.071863376,1.546525195,2.6016271,0.231673795
*C(C*)OC(=O)C(C(C(F)(F)F)(F)F)(F)F,1.641934973,1.344317686,2.052113836,0.124821014
*C(C*)OC(=O)C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)F,1.672175033,1.334067857,1.917490907,0.099404761
*C(C*)NC(=O)OC(C)(C)C,1.015667029,1.447602912,2.603022063,0.240864603
*C(C*)OC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1.802612793,1.322149613,1.867993413,0.117620774
*C(C*)OC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,1.72120682,1.331956641,1.961162038,0.117573176
*C(C*)OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1.765573426,1.324483507,1.889812818,0.118403797
*C(C*)OC(=O)C(C(F)(F)F)(F)F,1.581055156,1.356419556,2.154665308,0.134381971
*C(C*)OC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1.679400325,1.335390515,1.987680165,0.117895156
*C(C*)OC(=O)c1ccncc1,1.195060965,1.549251434,2.626577031,0.194295907
*C(C*)OC(=O)c1ccc(cc1)C(C)C,1.047680586,1.537552584,2.593866449,0.241150434
*C(C*)OC(=O)C(C(C)C)(C(C)C)C,0.922754666,1.425154009,2.173149133,0.212645982
*C(C*)OC(=O)c1c(cccc1)OC,1.184683625,1.565226572,2.898220336,0.216310624
*C(C*)OC(=O)c1cc(ccc1)OC,1.172022242,1.556109253,3.078502956,0.21828481
*C(C*)OC(=O)c1ccc(cc1)OC,1.170671465,1.566838401,2.986653072,0.222833617
*C(C*)OC(=O)c1c(cccc1)C,1.128727674,1.564747887,2.727139122,0.223566569
*C(C*)OC(=O)c1cc(ccc1)C,1.110950878,1.55614882,2.640146217,0.210139794
*C(C*)OC(=O)c1ccc(cc1)C,1.099096797,1.554930504,2.658782631,0.205615125
*C(C*)OC(=O)CC(c1ccccc1)(C)C,1.066509964,1.510277695,2.459683726,0.205542847
*C(C*)OC(=O)C(CCC)(C)C,0.945730555,1.431950585,2.20259551,0.219638957
*C(C*)OC(=O)C(C(CC)(C)C)(C)C,0.923293691,1.424955609,2.178433772,0.20834975
*C(C*)OC(=O)C(C(C(C)C)C)(C)C,0.928292734,1.427972082,2.170491258,0.21225308
*C(C*)OC(=O)C(CC(C)(C)C)(C)C,0.930642496,1.43243054,2.179035997,0.214976534
*C(C*)OC(=O)c1cnccc1,1.216930022,1.563919125,2.896327309,0.195169036
*C(C*)OC(=O)c1cc(ccc1)[N+](=O)[O-],1.282622037,1.554807826,3.003695676,0.196771713
*C(C*)OC(=O)CCCCCCC,0.953535589,1.452165878,2.310992193,0.270802383
*C(C*)OC(C(F)(F)F)(C(F)(F)F)F,1.622288206,1.327223723,1.900056063,0.105366502
*C(C*)OC(=O)CCl,1.372301072,1.495396132,3.987660149,0.218868603
*C(C*)C1=CC=CS1,1.168228212,1.609466598,2.707169105,0.196546556
*C(C*)OCCCl,1.248858545,1.510835473,5.017243267,0.187521218
*C(C*)OCCOC,1.063567732,1.470352966,3.749373957,0.251788875
*C(C*)OCC(F)(F)F,1.388732116,1.383939648,2.961338496,0.150868966
*C(C*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,0.966492654,1.446845708,2.260393679,0.268835353
*C(C*)OC(=O)C1CCCC1,1.053718158,1.464022495,2.372869427,0.23014149
*C(C*)OC(=O)C1(CCCCC1)C,0.984240621,1.442695314,2.213670149,0.199836391
*C(C*)P(=O)(c1ccccc1)c1ccccc1,1.098076282,1.581205257,2.735249776,0.152952702
*C(C*)P(=O)(OCC)N(C)C,1.112277991,1.468445108,2.608316178,0.207524248
*C(C*)P(=O)(N(C)C)Oc1ccccc1,1.160587206,1.530544006,2.618350107,0.193867563
*C(C*)c1nc(nc(n1)C)C,1.064103146,1.518700103,2.422417283,0.263398106
*C(C*)OC(=O)CCCCCCCCC,0.93553504,1.45801234,2.3352164,0.286467814
*C(C*)OC(=O)CCCCC,0.977136755,1.437913689,2.315199202,0.259631398
*C1c2c(CC1*)cccc2,0.984516179,1.549606317,2.42759852,0.161666133
*C1C(=O)OC(=O)C1C(C*)OC,1.250206826,1.463602547,2.905514452,0.21637842
*C(C(C(C*)OC)C(=O)O)C(=O)O,1.266513017,1.459466369,2.663761062,0.302701509
*C(=CCCC*)c1ccc(cc1)OC,1.035052361,1.616505111,3.036653562,0.225130935
*C(=CCCC*)c1ccccc1,1.00581957,1.628304381,2.69085579,0.210673224
*C(=CCCC*)c1ccc(cc1)Cl,1.123124794,1.63494411,2.738090646,0.170800563
*C(C*)CNc1ccc(cc1)[N+](=O)[O-],1.230823085,1.646534208,3.46394643,0.252535899
*C(C*)CNc1ncc(cc1)[N+](=O)[O-],1.274317315,1.637324057,3.349259171,0.238277713
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])C,1.182212775,1.618677176,3.406450342,0.245603324
*C(C*)CNc1cc(c(cc1)[N+](=O)[O-])C(F)(F)F,1.382048926,1.556965832,3.193033671,0.206534587
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-],1.348505594,1.64090101,3.5375421,0.236441097
*C1C(C(C(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,1.050442559,1.553571606,14.21876064,0.263259921
*C1C(CC(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,1.041611942,1.563100765,13.07892147,0.268797476
*C1C(CC(C1)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)CC*,1.03779286,1.548454995,22.80787623,0.2621942
*C(C*)N1CNCC1,1.079195126,1.528963232,2.558026829,0.239553034
*C(C*)OCCCCCCCCCCCCCCCCCC,0.863937237,1.453482019,3.723944697,0.364697261
*C(C*)OC(=O)c1ccc(cc1)C#N,1.163856974,1.574514073,2.806534284,0.188964216
*C(C*)OCC(CC(C)C)(C)C,0.892796096,1.454853719,2.194544212,0.254371124
*C(C(*)(F)F)(OC(C(F)F)F)F,1.696241974,1.331564253,2.789970948,0.143872872
*C(C*)C(=O)c1ccc(cc1)Br,1.516763156,1.608300148,2.778075111,0.12605159
*C(C*)OC(=O)CC1CCCC1,1.046233355,1.470574371,2.424808172,0.236625928
*C(C*)N1C(=O)CCC1,1.094286524,1.498660722,2.790511183,0.236040386
*C1C(C2C(C1)C(C(C2)CC*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,1.041845873,1.54170484,17.94466668,0.248651693
*C(C*)C(=O)O,1.303707229,1.509336296,2.899141556,0.351557632
*C(C*)C(=O)OC,1.129183952,1.460085865,2.67148628,0.249473618
*C(C*)C(=O)OCC,1.064568208,1.454803349,2.542197587,0.261966182
*C(C*)C(=O)OCCC,1.030160522,1.452141043,2.477553503,0.245170112
*C(C*)C(=O)OC(C)C,1.018190946,1.446654454,2.503012359,0.251403563
*C(C*)C(=O)OCCCC,1.001402306,1.450290219,2.395676615,0.255094023
*C(C*)C(=O)OCC(C)C,0.997194883,1.446538286,2.403410879,0.241958713
*C(C*)C(=O)OC(C)(C)C,0.971035325,1.431897504,2.416941039,0.228960032
*C(C*)C(=O)OCCCCCC,0.963879959,1.446510084,2.300498357,0.259092425
*C(C*)C(=O)OCCCCCCC,0.948837806,1.44422107,2.293252252,0.258296751
*C(C*)C(=O)OCCCCCCCC,0.942140506,1.454028734,2.339688984,0.283339543
*C(C*)C(=O)OCCCCCCCCCCCC,0.913403657,1.454778475,2.269909393,0.309141226
*C(C*)C(=O)OCCCCCCCCCCCCCC,0.905452429,1.449647535,2.2356252,0.313712263
*C(C*)C(=O)OCCCCCCCCCCCCCCCC,0.898806002,1.454000636,2.264693197,0.333661973
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCC,0.89196107,1.449872281,4.097677842,0.332315444
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,0.884876752,1.445512087,7.143357262,0.358016945
*C(C*)C(=O)OCC=C,1.087141868,1.495105416,2.675483454,0.263380595
*C(C*)C(=O)OC1C2(CCC(C1)C2(C)C)C,0.986288422,1.44980261,2.252582241,0.208176754
*C(C*)C(=O)OCC(F)(F)F,1.418541441,1.394285931,3.059482836,0.164710423
*C(C*)C(=O)OCC(C(F)(F)F)(F)F,1.493383044,1.368996609,2.457593056,0.143562058
*C(C*)C(=O)OC(C(F)(F)F)C(F)(F)F,1.536822752,1.347178504,2.085017716,0.132233355
*C(C*)C(=O)OC(C(F)(F)F)(C(F)(F)F)F,1.597661628,1.335161928,2.025887333,0.115357789
*C(C*)C(=O)OC(C(Cl)(F)F)(C(F)(F)F)F,1.596822382,1.36414012,2.070605415,0.108082679
*C(C*)C(=O)OC(C(Cl)(F)F)(C(Cl)(F)F)F,1.633953683,1.393689921,2.135797354,0.102567279
*C(C*)C(=O)OCC(C(F)C(F)(F)F)(F)F,1.535446377,1.374380245,2.457223058,0.149880398
*C(C*)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F,1.563652716,1.35374993,2.204108399,0.134586462
*C(C*)(C(=O)OC)C,1.033055843,1.435813493,2.286963542,0.214253377
*C(C*)(C(=O)OCC)C,0.990367795,1.428348512,2.219714518,0.214601581
*CC(*)(C)C(=O)OCCC,0.989428412,1.437955137,2.223428935,0.217185653
*CC(*)(C)C(=O)OC(C)C,0.953690368,1.423699985,2.19048347,0.212297791
*C(C*)(C(=O)OCCCC)C,0.977791197,1.442170323,2.227135239,0.223797866
*CC(*)(C)C(=O)OC(C)CC,0.946334214,1.426980635,2.171518216,0.219748019
*CC(*)(C)C(=O)OCC(C)C,0.96194342,1.436068531,2.231363431,0.211663838
*CC(*)(C)C(=O)OC(C)(C)C,0.912409902,1.409693587,2.154745531,0.199032877
*CC(*)(C)C(=O)OCCCCCC,0.953772359,1.445627509,2.196702053,0.247136147
*CC(*)(C)C(=O)OCCCCCCCC,0.934650547,1.445520129,2.183525666,0.263447418
*CC(*)(C)C(=O)OCCCCCCCCCCCC,0.910290248,1.451057244,2.18256745,0.297503097
*CC(*)(C)C(=O)OC1CCCCC1,0.972678461,1.443645063,2.203409415,0.188801438
*CC(*)(C)C(=O)Oc1ccccc1,1.099424256,1.53525243,2.557393294,0.192736665
*CC(*)(C)C(=O)OCc1ccccc1,1.091824545,1.525196849,2.457786909,0.196260903
*CC(*)(C)C(=O)OCCBr,1.508509344,1.472619624,3.196557307,0.156664784
*CC(*)(C)C(=O)OCc1ccccc1Cl,1.18896235,1.53890123,2.605612884,0.165076796
*CC(*)(C)C(=O)OCCO,1.134422469,1.46141376,3.473831076,0.250973925
*CC(*)(C)C(=O)OCCN(C)C,1.036064242,1.469056427,2.514808623,0.241329136
*CC(*)C(N)=O,1.263155414,1.56070446,3.715096079,0.444629702
*CC(*)C(=O)NC(C)C,1.008805527,1.47897592,2.853866899,0.262015599
*CC(*)C(=O)OC(CC)CC,0.9720182,1.440321234,2.304269073,0.245278243
*CC(*)C(=O)OC1CCCCC1,1.016583768,1.452690784,2.345154392,0.215312167
*CC(*)C(=O)OCC(C)(C)C,0.963513972,1.437282739,2.328540453,0.235321696
*CC(*)C(=O)OCCC#N,1.158051852,1.479981809,3.912592247,0.249017898
*CC(*)C(=O)N1CCCCC1,1.040542744,1.490339193,2.505359702,0.224880389
*CC(*)C(=O)N1CCOCC1,1.139923204,1.49783536,2.54840855,0.212390136
*CC(*)C(=O)Oc1ccccc1,1.159695123,1.562050473,2.80024006,0.204691395
*CC(*)C(=O)Oc1ccc(OC)cc1,1.172544176,1.551294002,3.172220992,0.230448188
*CC(*)C(=O)Oc1ccccc1C(=O)OC,1.217023565,1.540072509,3.128018381,0.219785117
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,1.174569494,1.524993858,3.013911376,0.218273906
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,1.206588234,1.539455774,2.967202131,0.234531676
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,1.166635876,1.530828206,2.796092028,0.235991614
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,1.200460801,1.546828918,3.022618133,0.246881391
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,1.168794946,1.53928563,2.8353935,0.254460099
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,1.126542992,1.530144405,2.719591567,0.269375988
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,1.152249555,1.637110469,2.913663137,0.225714507
*CC(*)C(=O)OCc1ccccc1,1.135763036,1.548481574,2.635564795,0.203084164
*CC(*)C(=O)OCCc1ccccc1,1.114090612,1.535158728,2.56066194,0.218359976
*CC(*)C(=O)Oc1cccc(N(C)C)c1,1.15007506,1.582561671,2.842396936,0.265857865
*CC(*)C(=O)Oc1ccc(C#N)cc1,1.183986714,1.57934657,2.984121018,0.217648606
*CC(*)C(=O)OCc1ccc(C#N)cc1,1.150101385,1.555327874,2.920182833,0.206123134
*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,1.36901816,1.566991926,2.747259681,0.148391912
*CC(*)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1.559789955,1.570820714,2.601996739,0.103950173
*CC(*)C(=O)N(C)C,1.073801453,1.503318492,2.767909267,0.254840576
*CC(*)(C)C(=O)OCCOC,1.090293836,1.451867273,3.331207838,0.229867686
*CC(*)(C)C(=O)OCC(C)O,1.091888654,1.45535081,2.881868872,0.247322516
*CC(*)(C)C(=O)OCCC#N,1.090917117,1.460377291,3.514031802,0.215065114
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],1.264027777,1.461019485,3.478908476,0.219332193
*CC(*)(C)C(=O)OCCS(=O)CC,1.144553412,1.477885642,3.7316264,0.23559466
*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,1.116884827,1.537269676,3.47936284,0.207428616
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,1.164528174,1.536821048,2.776957024,0.243504441
*CC(*)(CC)C(=O)OCC,0.972122176,1.431091039,2.184063019,0.205025977
*CC(*)(CC(=O)OCC)C(=O)OCC,1.072165826,1.427117523,2.390894121,0.226726356
*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,1.022044666,1.444373996,2.390872916,0.23939117
*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,0.987497028,1.427093947,2.159469532,0.173081052
*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,1.013959173,1.451480266,2.26732888,0.205021412
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,1.008079519,1.456626833,2.295536056,0.217195568
*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,1.006667282,1.463735436,2.256789548,0.238263021
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,1.158608395,1.534911662,2.631022556,0.188229452
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,1.151577723,1.525900821,2.578072651,0.203256306
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,1.130052948,1.516680242,2.472595914,0.202653643
*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,1.119451787,1.530727217,2.488668976,0.210081521
*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,1.126426327,1.553561962,2.72716991,0.199831364
*CC(*)(CC(=O)OC)C(=O)OC,1.129334605,1.431420373,2.676556546,0.211788328
*C(*)C(=O)OCC,1.092477839,1.444107937,2.436809773,0.225814865
*C(*)C(=O)OC,1.150760389,1.440699695,2.680231407,0.222112653
*C(*)C(=O)OCCC,1.065852977,1.455676041,2.467805353,0.244933508
*CC(*)(CC(=O)OCCC)C(=O)OCCC,1.041623299,1.43553303,2.395863395,0.225769616
*CC(*)C(=O)OCCO,1.225132744,1.483896322,3.933671204,0.297878745
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,1.042726823,1.424690696,2.565134856,0.238137173
*CC(*)C(=O)OC1CCCCCCCCCCC1,0.962713613,1.459065226,2.228454637,0.245455632
*C(C*)Cl,1.332667324,1.531893889,2.65908461,0.142730624
*C(C*)(F)F,1.54254368,1.417747363,2.480748351,0.148188116
*CC(*)(Cl)Cl,1.610770482,1.556668229,2.568229943,0.096200541
*C(F)C(*)(F)F,1.798577625,1.38194746,2.399415453,0.14138687
*C(F)(F)C(F)(F)*,1.914482486,1.339307992,1.869600373,0.19501973
*C(C(*)(F)F)(Cl)F,1.892081877,1.410850682,2.040913501,0.119922243
*CCC=C(*)Cl,1.195057514,1.561980595,2.624257518,0.156164169
*C(F)(F)C(*)(F)C(F)(F)F,1.790591386,1.299258017,1.733359956,0.082200976
*/C(=C/CC*)C,0.883356872,1.527954759,2.381118434,0.304049871
*CC/C=C(\*)C,0.879252837,1.531125021,2.375877008,0.232021285
*CC/C=C(/*)Cl,1.20676381,1.556606368,3.001749418,0.170304562
*CC/C=C(\*)Cl,1.197366557,1.563184376,2.583427937,0.150572404
*CC(*)C=C,0.865584799,1.510415103,2.339941431,0.273513817
*CCC=C(*)C,0.879267279,1.531134009,2.374177559,0.231880959
*OCC*,1.105420268,1.505800532,4.089130909,0.228362211
*OC(C*)C,1.011307994,1.481373304,2.561327913,0.239033549
*CC(CCl)O*,1.33405247,1.505692186,4.03197252,0.164668029
*CCCCO*,0.972439816,1.470156657,3.001241706,0.280752907
*Oc1c(cc(cc1C)*)C,1.005290106,1.525201209,2.360062375,0.250026591
*Oc1c(OC)cc(*)cc1OC,1.179002973,1.544880701,2.887769197,0.240386045
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,1.070064482,1.636654628,2.720688026,0.184951114
*C(=O)OCCOC(=O)c1ccc(*)o1,1.294258311,1.503340854,2.701213308,0.228261215
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,1.245569001,1.548133121,2.913103513,0.215430956
*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,1.239214752,1.605176045,2.921986017,0.247366967
*CCCCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,1.19443613,1.592199633,2.834506059,0.250970317
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,1.224593369,1.687047046,3.510300344,0.300233168
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,1.28108858,1.605589302,2.930537584,0.203838738
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,1.170201666,1.607264823,2.832093469,0.210272564
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Cc4ccc(*)cc4)cc3)cc2)cc1,1.212082381,1.641950085,2.908846604,0.211169803
*Oc1ccc(cc1)C(c1ccc(cc1)OCC(C*)O)(C)C,1.10386877,1.572661203,2.781006007,0.22967917
*CC1CC(*)OC(CCC)O1,1.00771137,1.450395244,2.209739196,0.253400518
*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,1.198377884,1.675128633,3.015799582,0.28329363
*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,1.288531372,1.605753761,2.970835879,0.169806655
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,1.323061114,1.554668455,2.600553045,0.162123893
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,1.070009763,1.555279367,2.563763657,0.207453817
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,1.222343047,1.661888766,2.982029289,0.234731231
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,1.248920055,1.637180433,2.914860468,0.229938844
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,1.247908509,1.694797265,2.983198288,0.23968083873457946
*CCOCC(=O)O*,1.268466225,1.479198657,3.746118063,0.238989416
*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,1.215132769,1.624495672,3.04398634,0.253846443
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,1.236059497,1.66627398,3.098779586,0.213575422
*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c1,1.118434945,1.555708936,23.05234692,0.272492356
*CS*,1.336947333,1.634752281,4.723169461,0.14812712
*CCS*,1.177956772,1.591930354,4.092985094,0.22117529
*CCCSS*,1.238118081,1.589890127,3.650513952,0.150655425
*Sc1ccc(cc1)*,1.261029827,1.694528789,2.896110877,0.165856187
*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,1.293120554,1.657071211,3.140116243,0.215699363
*OC(=O)CCC(=O)OCC*,1.246335829,1.452628413,3.023285018,0.237840575
*CCCCOC(=O)CCC(=O)O*,1.154960967,1.454791233,3.204721053,0.239020305
*OC(=O)CCCCCCCCC(=O)OCC*,1.057392621,1.461469193,3.103530355,0.257154282
*CCCCCCOC(=O)CCCCCCCCC(=O)O*,1.007846324,1.459521721,2.988859115,0.281178878
*OC(=O)c1ccc(cc1)C(=O)OCC*,1.261154371,1.569210438,2.838075759,0.235166491
*OC(=O)c1cc(ccc1)C(=O)OCC*,1.261721783,1.560906911,2.874569079,0.200585896
*OC(=O)c1ccc(cc1)C(=O)OCCCC*,1.189183518,1.548964193,2.770746025,0.25637618
*CCCCCCOC(=O)c1ccc(C(=O)O*)cc1,1.133047244,1.53242869,2.662883641,0.254809517
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C)C,1.155215268,1.616100982,2.9477048,0.27751155
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*)(C)C,1.151161684,1.605787366,2.93625025,0.244415588
*OC(=O)c1cc2c(cc1)ccc(c2)C(=O)OCC*,1.252920519,1.647560349,3.054642754,0.22543537
*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,1.247957049,1.642146314,2.995013992,0.225246348
*CCCCOC(=O)CCCCC(=O)O*,1.098279802,1.455359731,3.1480686,0.259346678
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,1.142864316,1.631795712,2.921018135,0.216708127
*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,1.280732292,1.642244096,3.155762879,0.212331447
*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,1.278256039,1.642302226,3.188176518,0.211562934
*CCCCCC(=O)O*,1.05306867,1.457510231,3.13536308,0.249772695
*CCCOC(=O)c1ccc(C(=O)O*)cc1,1.225085012,1.558926216,2.810134036,0.241216197
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCC(=O)*,1.161102833,1.591135441,3.406919676,0.265574997
*Oc1ccc(-c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,1.147470002,1.598825556,3.295997675,0.283829933
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCC(*)=O)cc2)cc1,1.127920817,1.58900094,3.455883971,0.286484859
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,1.112212656,1.556677713,3.023670163,0.290122557
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCC(*)=O)cc2)cc1,1.096091641,1.551926674,3.696044444,0.275167556
*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)*)C,1.191900763,1.675521174,3.140160757,0.362079429
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,1.295290371,1.627999456,3.153837645,0.251101033
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,1.074880475,1.530770329,4.662531079,0.274021583
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,1.067563249,1.529435804,9.974663681,0.299849025
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,1.055075595,1.530134928,19.91780659,0.279614546
*CC1CCC(COC(=O)CCC(=O)O*)CC1,1.095695892,1.462062312,2.982738784,0.229884201
*OC(C)CC(*)=O,1.127753263,1.463490139,2.820362409,0.215459839
*OC(C)C(*)=O,1.143181088,1.444010493,2.676387283,0.210749746
*CC(C)(CCC)C(=O)O*,0.977575428,1.433882758,2.376844402,0.211231836
*OC(=O)c1ccc(cc1)c1ccc(cc1)C*,1.159458454,1.657205338,2.939289258,0.272842323
*CC1CCC(COC(=O)CCCCCCCCC(=O)O*)CC1,1.015688244,1.460946306,2.677477382,0.262542365
